NodeID,PositionX,PositionY,PositionZ,Size,Group
电影,0.1955693,4.256165,4.162585,21,4
电视剧,0.2779903,4.398531,4.707326,7,4
影视杂谈,0.05687663,4.27195,4.40727,14,4
悬疑,-0.1521972,4.159895,3.838699,5,4
电影解说,0.1980968,4.346438,4.272547,6,4
电影剪辑,0.4912242,4.22116,4.419014,6,4
印度,0.1992449,4.007411,4.622828,3,4
战争,0.4513081,4.187819,4.613491,4,4
高分,0.5697258,4.050846,4.470092,2,4
电影,0.1955693,4.256165,4.162585,21,4
AI影像,-0.2901754,4.712993,4.370358,13,4
影视,0.1477439,4.509906,4.169803,101,4
学生作品,-0.737304,4.37058,4.024305,4,4
弹射,-0.7932476,4.657943,3.910578,2,4
学生作品,-0.737304,4.37058,4.024305,4,4
弹射,-0.7932476,4.657943,3.910578,2,4
短剧,-0.4642851,4.534177,3.70634,5,4
汽车,3.315197,4.427183,5.105568,104,7
九号,2.619602,4.671831,5.203704,2,7
汽车,3.315197,4.427183,5.105568,104,7
周冠宇,4.234882,4.671864,4.881444,3,7
勒克莱尔,4.21509,4.487558,4.71617,2,7
汽车,3.315197,4.427183,5.105568,104,7
超跑,3.300539,4.539012,4.61429,4,7
迈凯伦,3.708305,4.778957,4.589288,2,7
F1,4.075964,4.724651,4.693624,9,7
维斯塔潘,4.09786,4.529925,4.523472,2,7
片头,3.993294,4.723498,4.496005,2,7
F1,4.075964,4.724651,4.693624,9,7
迈凯伦,3.708305,4.778957,4.589288,2,7
F1,4.075964,4.724651,4.693624,9,7
