NodeID,PositionX,PositionY,PositionZ,Size,Group
影视,0.1477439,4.509906,4.169803,101,4
北京,7.569961,7.447875,0.6796576,5,9
出行,7.188619,7.412332,0.2867483,14,9
风景,7.482812,7.354791,0.2581117,3,9
旅行,7.268403,7.236941,0.3512656,5,9
生活,7.086966,7.485795,0.8767818,232,9
家具,7.828754,7.080827,1.071104,2,9
家居,7.90808,7.353193,0.8594093,5,9
家装,7.951737,7.294474,1.02083,2,9
家居,7.90808,7.353193,0.8594093,5,9
家居房产,7.703974,7.500062,0.9648554,14,9
室内设计,7.879551,7.663984,0.8468211,6,9
北京,7.569961,7.447875,0.6796576,5,9
家居房产,7.703974,7.500062,0.9648554,14,9
青空,7.769717,7.065852,0.7018063,2,9
野外,7.459424,7.092168,0.3916663,2,9
出行,7.188619,7.412332,0.2867483,14,9
知识,1.660022,3.279973,1.877466,100,10
英语,1.489014,3.617753,2.687629,4,10
校园学习,1.326008,3.743698,2.406164,11,10
老师,1.373922,4.108341,2.06797,5,10
学习心得,1.359717,3.89419,2.094461,4,10
学习,1.53351,3.609128,2.402029,19,10
英语口语,1.340099,3.460011,2.781601,2,10
英语学习,1.218044,3.513722,2.632362,2,10
学习,1.53351,3.609128,2.402029,19,10
人文,1.829261,3.000419,2.291945,9,10
朝鲜,1.41023,2.691318,2.27238,3,10
知识,1.660022,3.279973,1.877466,100,10
自然,1.322818,2.863624,1.523818,8,10
科学,1.16156,3.13326,1.485037,6,10
