NodeID,PositionX,PositionY,PositionZ,Size,Group
预告·资讯,0.2310662,4.391179,3.688693,12,4
音响,3.785645,3.009549,1.436259,2,2
英语口语,1.340099,3.460011,2.781601,2,10
来福来福,0.2679329,4.977601,0.8520938,2,5
鞋子,0.7720609,6.652492,6.933933,5,6
祛湿,0.9198219,7.641254,7.014163,2,6
效果,2.999852,5.089293,4.794429,2,7
苏联,1.533121,1.158654,4.28534,2,17
XG,3.69026,1.731658,2.141512,2,2
奥运会,1.702663,3.101603,3.128832,3,15
穿搭,0.7710567,6.869289,6.801886,35,6
人物,4.918132,7.300942,6.699489,2,8
英国,2.787813,6.384159,1.586759,7,14
光影,2.127273,2.87998,1.739157,2,10
华为,6.381236,7.259916,6.682119,10,11
房地产,2.234084,6.194082,0.6047177,3,14
月亮之上,3.174387,2.220974,5.332267,2,12
在整一种很新的活,0.5470499,5.365547,0.9769195,8,5
攻略,5.075618,7.339284,7.390152,2,8
陆鳐LuLu,3.490349,6.9271,8.074409,2,16
东海帝皇,2.893227,3.025873,1.126935,2,2
宠物,5.811334,1.88616,4.141301,7,1
少年感,7.939544,4.517845,2.499824,3,3
短剧,-0.4642851,4.534177,3.70634,5,4
英国,2.787813,6.384159,1.586759,7,14
鲤鱼,4.508596,6.434547,6.599293,2,8
鼠,5.25786,2.884464,3.35957,2,1
Умри если меня не любишь,1.256778,7.162865,6.493883,2,6
人人都是导演·AI版,-0.2715696,5.037601,4.504293,2,4
资讯,2.624328,6.198732,1.320143,102,14
熟女,1.035082,3.856713,2.108149,2,13
