NodeID,PositionX,PositionY,PositionZ,Size,Group
电影,0.1955693,4.256165,4.162585,21,4
经典电影,0.7007861,4.521906,4.39103,12,4
ai,-0.263322,4.402361,4.008628,3,4
AI影像,-0.2901754,4.712993,4.370358,13,4
短片,-0.4080311,4.653194,4.121342,18,4
人文历史,1.967805,3.106246,2.316055,14,10
读书,2.095996,3.411979,2.39741,3,10
宅舞,0.1905091,3.683803,2.291778,17,13
高尔夫,1.780445,3.493962,2.852109,2,15
4K,0.4301098,4.127861,2.738196,12,13
鬼畜剧场,1.497373,0.692238,4.142028,27,17
人力VOCALOID,1.766578,0.5259479,3.506072,25,17
MMD·3D,2.752171,2.265194,1.948455,11,2
少女,3.637475,2.420748,2.175891,7,2
3D,2.969327,2.515898,1.64042,7,2
手书,3.845414,2.330804,1.619201,6,2
同人·手书,3.834201,2.497435,1.515606,15,2
AMV,3.668493,2.052238,1.801098,9,2
MAD,3.515499,1.966278,1.757321,13,2
同人,3.814501,2.171727,1.990598,5,2
OP,3.593625,1.978016,2.601859,3,2
MEME,3.440218,1.695055,2.345557,4,2
迷宫饭,3.515412,2.019667,2.234834,2,2
狗狗,5.829471,2.236198,3.939019,9,1
喵星人,5.386592,1.857449,4.006827,29,1
小宠异宠,5.377084,2.722373,3.349085,15,1
野生动物,5.749829,2.018782,3.31258,12,1
海洋生物,5.803963,1.879794,3.107082,2,1
动物世界,5.590697,1.854565,3.252305,3,1
宠物吃播,4.956075,2.313327,3.522766,3,1
狸花猫,5.021621,1.938399,4.506563,4,1
