NodeID,PositionX,PositionY,PositionZ,Size,Group
自驾游,3.074021,5.18106,5.21228,5,7
街舞教学,0.4872082,4.773091,2.055456,3,13
基础,0.7012631,4.703018,2.093601,2,13
Hip-Hop,0.5339609,4.63932,1.92581,4,13
奥运会,1.702663,3.101603,3.128832,3,15
教学,1.850304,3.310305,2.70618,5,15
体育,1.985606,2.979714,3.231186,19,15
热点,2.546607,6.027359,1.106718,32,14
搞笑研究所,1.186008,5.36839,1.454284,38,5
工作,2.009566,3.883172,1.725729,7,10
金融,2.090357,3.553489,1.411182,7,10
财经,2.152637,3.590419,1.518209,12,10
投资,2.294634,3.460145,1.445823,6,10
艺术,1.932898,3.308583,2.021989,10,10
羽毛球,1.3562,2.979906,2.625741,4,15
排球,1.514859,3.275944,2.513653,2,15
教育,1.353419,3.319715,2.483199,3,10
英语,1.489014,3.617753,2.687629,4,10
街舞,0.6016803,4.402647,2.337082,16,13
女鞋,0.8684156,7.145987,6.321541,2,6
游戏,4.684269,6.775804,7.396548,111,8
AI,6.721047,7.077616,7.57115,23,11
iPhone,6.60219,7.378374,6.536509,5,11
华为,6.381236,7.259916,6.682119,10,11
软件应用,6.690033,7.371235,7.254503,20,11
苹果,6.631809,7.14658,6.699634,6,11
数码,6.779968,7.288467,6.686352,41,11
Apple,6.660556,7.044627,6.317079,4,11
音乐现场,3.336745,6.998603,7.659575,13,16
音乐,3.042404,7.079176,7.760653,112,16
助眠,2.586219,7.033014,7.74843,5,16
