NodeID,PositionX,PositionY,PositionZ,Size,Group
科技,6.775392,7.053014,7.002256,101,11
人工智能,6.971689,7.121258,7.554914,16,11
体验,6.816507,7.49216,6.551122,5,11
ROG,7.092571,7.682547,6.503554,3,11
MUGEN,4.360599,7.116278,6.843049,6,8
沙盒游戏,4.209303,6.305486,7.097603,3,8
音游,4.757624,5.916279,7.273068,10,8
MV,3.193778,7.104312,7.91779,11,16
演奏,2.842663,7.118498,7.374807,8,16
法拉利,4.128784,4.898632,4.89932,2,7
穿搭,0.7710567,6.869289,6.801886,35,6
模特,1.455545,6.519436,6.408488,2,6
仿妆cos,0.3081727,7.197996,6.599009,26,6
美妆护肤,0.8839321,7.285884,7.338517,24,6
知识,1.660022,3.279973,1.877466,100,10
摄影,1.996283,2.78883,1.252942,20,10
魔性,1.20642,5.100624,1.876489,12,5
流萤,1.352458,6.02525,2.038223,8,5
星穹铁道流萤,1.135764,6.026667,2.154335,4,5
满级,0.7877663,5.247473,2.152285,2,5
传奇,0.1927371,5.101775,1.56077,3,5
万恶之源,1.290478,5.274719,1.625886,20,5
Dream Land Days,1.639509,5.618244,1.367337,3,5
军事,2.309581,5.671403,1.265146,17,14
台湾,2.068539,5.853906,1.152755,9,14
法律,1.733537,2.987786,2.506539,6,10
胖宝宝,1.706615,0.9471293,3.303313,4,17
鬼畜调教,1.84363,0.5682403,3.638643,44,17
鬼畜剧场,1.497373,0.692238,4.142028,27,17
音mad,1.808204,1.355809,3.40928,2,17
