NodeID,PositionX,PositionY,PositionZ,Size,Group
搞笑,0.9365838,5.21099,1.427999,227,5
影视,0.1477439,4.509906,4.169803,101,4
豆瓣高分,0.6968617,4.582486,3.97225,5,4
科幻,-0.1176777,4.542586,4.132796,11,4
经典电影,0.7007861,4.521906,4.39103,12,4
影视剪辑,0.5019335,4.403685,4.561496,25,4
纪录片,1.004774,4.398435,4.2611,7,4
袁隆平,1.008698,4.683125,4.448252,2,4
警察,0.4248596,5.055906,4.461459,5,4
恶搞之家,0.01742925,5.033067,4.744967,2,4
花絮,0.0618133,4.451562,3.532359,3,4
预告·资讯,0.2310662,4.391179,3.688693,12,4
动作,0.5206119,4.362604,3.921477,3,4
电影,0.1955693,4.256165,4.162585,21,4
电影解说,0.1980968,4.346438,4.272547,6,4
喜剧,0.5654914,4.478057,3.695339,5,4
电影剪辑,0.4912242,4.22116,4.419014,6,4
整活,0.08689569,3.967883,4.277845,19,4
影视整活,0.3724973,4.08681,4.293344,13,4
孙红雷,0.8653668,3.744824,4.045861,2,4
剧情片,0.3568795,4.143861,3.829483,2,4
喜剧片,0.2100322,4.06607,3.746338,2,4
沈腾,0.2956199,4.124414,3.501951,2,4
穿搭,0.7710567,6.869289,6.801886,35,6
服饰,1.083797,6.790761,6.759488,18,6
反差,0.08595397,6.493259,6.814632,2,6
巴黎世家,1.224208,6.067899,6.514881,2,6
音乐,3.042404,7.079176,7.760653,112,16
现场,3.309587,7.095161,7.578503,16,16
音乐现场,3.336745,6.998603,7.659575,13,16
欧美音乐,3.204699,6.946772,7.823332,12,16
