NodeID,PositionX,PositionY,PositionZ,Size,Group
动物总动员,5.430228,2.300665,3.687067,32,1
汪星人,5.812357,1.96149,3.908712,24,1
动物二创,5.719414,2.081013,3.417404,12,1
混剪,6.967015,4.0474,2.361325,13,3
动画,3.248647,2.289715,1.774699,104,2
少女,3.637475,2.420748,2.175891,7,2
人力VOCALOID,1.766578,0.5259479,3.506072,25,17
漫画,3.721823,2.599564,2.349045,8,2
鬼畜,1.75467,0.7733017,3.820789,108,17
热血,3.816828,2.244698,2.063199,7,2
同人,3.814501,2.171727,1.990598,5,2
手书,3.845414,2.330804,1.619201,6,2
同人·手书,3.834201,2.497435,1.515606,15,2
配音,3.598179,2.336713,1.37591,20,2
动漫,3.786443,2.072498,1.541051,8,2
MAD,3.515499,1.966278,1.757321,13,2
pepoyo,3.927933,2.712264,1.861023,2,2
原创动画,3.289798,2.73305,1.667085,9,2
历史,2.233017,2.92223,2.302799,9,10
财经商业,1.938216,3.248523,1.56729,13,10
万物研究所,1.500639,2.964166,1.766509,6,10
东海帝皇,2.893227,3.025873,1.126935,2,2
摄影,1.996283,2.78883,1.252942,20,10
Photoshop,2.252298,2.620226,1.449957,4,10
影视,0.1477439,4.509906,4.169803,101,4
动作,0.5206119,4.362604,3.921477,3,4
高能,0.8380611,4.984084,1.646385,46,5
名场面,1.019744,5.032621,1.781064,30,5
沙雕,1.242355,5.295028,1.500563,37,5
街舞,0.6016803,4.402647,2.337082,16,13
