NodeID,PositionX,PositionY,PositionZ,Size,Group
来自天堂的魔鬼,6.614693,4.178815,1.531689,2,3
CP安利,6.729462,3.806612,2.60321,12,3
CP,6.878363,3.752005,2.571187,7,3
高甜,7.037462,4.307885,2.545193,10,3
话剧,6.638764,4.543282,2.054493,2,3
综艺,7.194952,4.270652,1.913006,20,3
娱乐粉丝创作,7.37137,4.253842,2.455261,20,3
剪辑,7.151908,4.205626,2.314381,13,3
混剪,6.967015,4.0474,2.361325,13,3
娱乐资讯,7.352438,3.540738,1.797639,12,3
明星综合,7.286793,3.5456,2.498752,14,3
明星,7.132699,3.640197,2.130272,4,3
正能量,6.839154,3.487972,1.968099,6,3
演员,6.945259,3.270009,1.572656,3,3
搞笑,0.9365838,5.21099,1.427999,227,5
吐槽,1.017181,5.558377,1.505546,22,5
台湾,2.068539,5.853906,1.152755,9,14
国际,2.993093,6.387152,1.018998,6,14
影视音乐,2.965056,6.570429,7.6019,2,16
歌手,2.877162,6.879306,7.681018,5,16
音乐综合,3.1548,7.044869,7.606017,17,16
音乐现场,3.336745,6.998603,7.659575,13,16
舞台,3.53737,7.201787,7.557795,4,16
动感视频,2.911754,7.695236,7.405762,4,16
电子音乐,2.66519,7.36142,7.536472,2,16
时装周,1.35109,6.400905,6.527776,6,6
服饰,1.083797,6.790761,6.759488,18,6
平价,1.249597,6.809516,7.27497,4,6
学生党,1.085248,6.862901,7.381043,3,6
分享,1.042084,7.291074,7.288016,10,6
美妆护肤,0.8839321,7.285884,7.338517,24,6
