NodeID,PositionX,PositionY,PositionZ,Size,Group
AI,6.721047,7.077616,7.57115,23,11
梗图,1.708351,5.504777,1.331347,3,5
沙雕,1.242355,5.295028,1.500563,37,5
在整一种很新的活,0.5470499,5.365547,0.9769195,8,5
Mugen,4.61493,7.130699,6.898191,12,8
新人,4.174208,7.20893,7.168589,6,8
生活,7.086966,7.485795,0.8767818,232,9
混剪,6.967015,4.0474,2.361325,13,3
吃货,3.643424,2.735321,5.943775,16,12
美食,3.350418,2.602116,6.135998,112,12
美味,3.481842,2.843632,6.190961,6,12
美食制作,2.940606,2.932808,6.112152,29,12
万恶之源,1.290478,5.274719,1.625886,20,5
挑战,0.9235882,5.479602,1.709393,9,5
吐槽,1.017181,5.558377,1.505546,22,5
热点,2.546607,6.027359,1.106718,32,14
动漫杂谈,3.402637,2.612286,2.162782,15,2
MAD·AMV,3.676775,2.065403,2.047863,15,2
MAD,3.515499,1.966278,1.757321,13,2
配音,3.598179,2.336713,1.37591,20,2
影视整活,0.3724973,4.08681,4.293344,13,4
影视剪辑,0.5019335,4.403685,4.561496,25,4
电影,0.1955693,4.256165,4.162585,21,4
购车攻略,3.22943,4.009661,5.068301,14,7
新能源汽车,3.249932,3.943488,5.562314,6,7
新能源车,3.478551,4.187222,5.554315,19,7
新能源,3.524635,4.402851,5.480327,7,7
小米汽车,3.527173,4.278474,5.884793,3,7
小米su7,3.72512,4.452741,5.79693,2,7
