NodeID,PositionX,PositionY,PositionZ,Size,Group
找工作,1.877953,4.283515,1.749322,3,10
求职,2.025701,4.206678,1.750264,4,10
职业职场,1.778536,4.065108,2.062856,11,10
经验分享,1.364715,3.774431,2.220477,12,10
论文,1.487362,3.938204,2.449709,2,10
大学,1.23508,3.720372,2.480783,9,10
学校,1.330624,3.689955,2.770299,3,10
街舞,0.6016803,4.402647,2.337082,16,13
舞蹈,0.4702844,3.959668,2.384538,105,13
CHOREOGRAPHY,1.10839,4.531201,2.145726,2,13
Dance,1.026805,4.678195,2.175898,2,13
有趣,1.291326,5.375638,1.246768,2,5
逗比,1.305553,5.306406,1.749319,13,5
幽默,0.9775664,5.38323,1.971738,5,5
搞笑研究所,1.186008,5.36839,1.454284,38,5
Dream Land Days,1.639509,5.618244,1.367337,3,5
梗图,1.708351,5.504777,1.331347,3,5
时尚,0.78873,6.999404,6.867311,99,6
性感,0.7358906,6.882891,6.235876,6,6
穿搭,0.7710567,6.869289,6.801886,35,6
包包,1.181487,7.405944,7.184175,2,6
分享,1.042084,7.291074,7.288016,10,6
美女,0.8918118,7.06232,6.788676,16,6
音乐教学,2.674434,6.965044,7.441671,7,16
声乐教学,2.693623,6.742424,7.509502,3,16
音乐,3.042404,7.079176,7.760653,112,16
陆鳐LuLu,3.490349,6.9271,8.074409,2,16
奢香夫人,3.518678,6.954038,7.845347,3,16
音乐粉丝饭拍,3.525459,7.038909,7.669497,5,16
舞台,3.53737,7.201787,7.557795,4,16
