NodeID,PositionX,PositionY,PositionZ,Size,Group
足球,2.330502,2.996922,3.663836,26,15
手工,7.168322,7.430295,1.57814,16,9
动物二创,5.719414,2.081013,3.417404,12,1
汪星人,5.812357,1.96149,3.908712,24,1
沙雕,1.242355,5.295028,1.500563,37,5
新能源车,3.478551,4.187222,5.554315,19,7
赛车,3.997977,4.575666,4.968445,14,7
萌宠,5.582911,2.331585,3.892854,12,1
原创,0.5388288,5.261994,1.225389,42,5
美国,2.747586,6.084419,1.209479,28,14
亚洲,3.153613,6.030383,1.437796,5,14
女神,7.293741,4.637316,2.340556,8,3
时尚潮流,1.077103,6.771353,6.613363,22,6
时装周,1.35109,6.400905,6.527776,6,6
纽约,2.961026,6.421421,0.7595615,6,14
影视,0.1477439,4.509906,4.169803,101,4
名场面,1.019744,5.032621,1.781064,30,5
投资,2.294634,3.460145,1.445823,6,10
蛋仔派对,2.975542,2.910856,1.661362,5,2
动漫杂谈,3.402637,2.612286,2.162782,15,2
漫画,3.721823,2.599564,2.349045,8,2
财经,2.152637,3.590419,1.518209,12,10
汽车知识科普,3.565299,4.069957,4.94468,12,7
娱乐粉丝创作,7.37137,4.253842,2.455261,20,3
少年感,7.939544,4.517845,2.499824,3,3
颜值安利,7.504675,4.221717,2.745594,13,3
帅哥,7.453862,4.007443,2.907701,12,3
生活记录,6.913461,7.498932,0.8834383,63,9
谭维维,6.859006,4.637452,1.635746,2,3
综艺,7.194952,4.270652,1.913006,20,3
娱乐资讯,7.352438,3.540738,1.797639,12,3
