NodeID,PositionX,PositionY,PositionZ,Size,Group
美食,3.350418,2.602116,6.135998,112,12
动物总动员,5.430228,2.300665,3.687067,32,1
社会,2.539031,6.443961,1.316449,38,14
热点,2.546607,6.027359,1.106718,32,14
原创,0.5388288,5.261994,1.225389,42,5
沙雕,1.242355,5.295028,1.500563,37,5
搞笑研究所,1.186008,5.36839,1.454284,38,5
名场面,1.019744,5.032621,1.781064,30,5
高能,0.8380611,4.984084,1.646385,46,5
生活,7.086966,7.485795,0.8767818,232,9
生活记录,6.913461,7.498932,0.8834383,63,9
Vlog,3.263912,2.643828,6.059899,30,12
美食记录,3.463825,2.837101,5.976493,24,12
美食制作,2.940606,2.932808,6.112152,29,12
家常菜,2.851398,2.818349,6.176282,10,12
野生动物,5.749829,2.018782,3.31258,12,1
喵星人,5.386592,1.857449,4.006827,29,1
可爱,0.6410854,3.818231,2.638371,34,13
舞蹈综合,0.6223729,4.020427,2.53256,14,13
舞蹈教程,0.4893246,4.281889,2.21849,21,13
王小羽,2.985591,1.704223,5.809399,2,12
火锅,2.796328,1.973434,5.707752,2,12
成都,1.936397,5.257893,1.173394,3,5
整活,0.08689569,3.967883,4.277845,19,4
时尚,0.78873,6.999404,6.867311,99,6
美妆,0.6337661,7.183822,7.031935,22,6
夏天,0.5048642,6.705591,7.253792,8,6
化妆,0.6062784,7.161886,7.479186,6,6
