NodeID,PositionX,PositionY,PositionZ,Size,Group
玛卡巴卡,4.87265,6.243284,8.224833,2,8
极客DIY,6.780854,6.727703,7.217626,13,11
数码,6.779968,7.288467,6.686352,41,11
摄影,1.996283,2.78883,1.252942,20,10
电影,0.1955693,4.256165,4.162585,21,4
影视剪辑,0.5019335,4.403685,4.561496,25,4
赛罗奥特曼,2.902538,1.668316,1.64847,5,2
迪迦奥特曼,2.959712,1.524335,1.501534,5,2
起风了,2.800296,2.526718,1.952147,3,2
生活记录,6.913461,7.498932,0.8834383,63,9
黑胶唱片,3.261516,6.70074,7.495982,2,16
翻唱,3.309219,7.052735,8.030455,11,16
神专,3.360791,6.730125,7.483705,2,16
REACTION,3.99996,2.814938,1.226122,3,2
音响,3.785645,3.009549,1.436259,2,2
黑胶试听,3.340554,6.689896,7.574803,2,16
录音棚,3.173007,6.756101,7.587112,4,16
音游,4.757624,5.916279,7.273068,10,8
恶搞之家,0.01742925,5.033067,4.744967,2,4
AI影像,-0.2901754,4.712993,4.370358,13,4
人工智能,6.971689,7.121258,7.554914,16,11
影视,0.1477439,4.509906,4.169803,101,4
软件应用,6.690033,7.371235,7.254503,20,11
软件使用大百科,6.885501,7.593874,7.767879,2,11
Moonlight,-0.03488474,7.269218,6.855893,3,6
绘画,6.891941,8.12096,0.4963063,15,9
日常,0.7645651,7.053901,6.924835,46,6
搞笑研究所,1.186008,5.36839,1.454284,38,5
搞笑图片,1.333187,5.63073,1.567449,4,5
