NodeID,PositionX,PositionY,PositionZ,Size,Group
新手上路,3.535424,3.854799,4.504643,3,7
迈巴赫,3.286273,4.086664,4.567182,2,7
汽车知识科普,3.565299,4.069957,4.94468,12,7
Dream Land Days,1.639509,5.618244,1.367337,3,5
有趣,1.291326,5.375638,1.246768,2,5
逗比,1.305553,5.306406,1.749319,13,5
人类迷惑行为,1.440257,5.071283,1.880064,4,5
社死,1.430976,4.932528,2.016568,2,5
生活,7.086966,7.485795,0.8767818,232,9
养殖,6.427169,6.785361,1.261201,2,9
小学生,6.495897,7.495917,1.292968,2,9
人类幼崽,6.460897,7.799111,0.6375216,2,9
学习,1.53351,3.609128,2.402029,19,10
人文历史档案馆,2.256227,3.211077,2.452272,3,10
羽毛球,1.3562,2.979906,2.625741,4,15
颜值·网红舞,0.9367751,3.836503,2.480175,13,13
恶作剧,0.832242,5.188604,1.853354,9,5
面试,1.718671,4.179314,1.937309,7,10
迈凯伦,3.708305,4.778957,4.589288,2,7
职场,1.985454,4.144818,1.956377,6,10
特斯拉,3.200415,4.017089,5.494719,4,7
电动车,2.965893,4.321036,5.331446,6,7
赛道,3.714834,4.404351,5.418127,4,7
宠物,5.811334,1.88616,4.141301,7,1
月壤,4.843197,2.609145,3.951841,2,1
小狗快乐日记,6.067473,2.276972,3.502265,2,1
动物二创,5.719414,2.081013,3.417404,12,1
野生动物,5.749829,2.018782,3.31258,12,1
熊猫基地,5.725622,2.204591,2.993185,3,1
直播,0.8742495,3.791873,2.703951,9,13
越南摇,0.8925382,3.699038,2.593312,2,13
