NodeID,PositionX,PositionY,PositionZ,Size,Group
蛋仔派对,2.975542,2.910856,1.661362,5,2
发疯,3.334797,3.057498,1.947026,4,2
搞笑研究所,1.186008,5.36839,1.454284,38,5
名场面,1.019744,5.032621,1.781064,30,5
科技,6.775392,7.053014,7.002256,101,11
数码,6.779968,7.288467,6.686352,41,11
雷军,6.355115,7.200849,6.453652,3,11
华为,6.381236,7.259916,6.682119,10,11
软件应用,6.690033,7.371235,7.254503,20,11
人工智能,6.971689,7.121258,7.554914,16,11
怀旧,4.925148,6.857901,6.983637,3,8
拳皇,4.508242,7.089371,6.684332,5,8
小姐姐,0.7724293,3.785872,2.555719,17,13
穿搭,0.7710567,6.869289,6.801886,35,6
二次元,0.3381559,7.324375,6.560624,20,6
可爱,0.6410854,3.818231,2.638371,34,13
资讯,2.624328,6.198732,1.320143,102,14
高能,0.8380611,4.984084,1.646385,46,5
沙雕,1.242355,5.295028,1.500563,37,5
舞蹈教程,0.4893246,4.281889,2.21849,21,13
求职,2.025701,4.206678,1.750264,4,10
足球,2.330502,2.996922,3.663836,26,15
Vlog,3.263912,2.643828,6.059899,30,12
美食记录,3.463825,2.837101,5.976493,24,12
宠物,5.811334,1.88616,4.141301,7,1
狗狗,5.829471,2.236198,3.939019,9,1
动物总动员,5.430228,2.300665,3.687067,32,1
喵星人,5.386592,1.857449,4.006827,29,1
