NodeID,PositionX,PositionY,PositionZ,Size,Group
游戏,4.684269,6.775804,7.396548,111,8
手机游戏,5.318931,6.823978,7.252114,14,8
射击游戏,4.926681,6.643126,7.383178,4,8
爆料,4.681807,6.40447,7.423734,2,8
单机游戏,4.420311,6.739937,7.139832,21,8
steam游戏,4.100686,6.603377,7.157104,2,8
科技,6.775392,7.053014,7.002256,101,11
工业,6.283394,6.222284,7.220814,4,11
发明创造,6.460674,6.577744,7.227342,3,11
DIY,7.03993,6.961959,6.896014,11,11
电脑装机,7.100917,7.378439,6.596954,7,11
显卡,7.266179,7.098987,6.621449,2,11
数码,6.779968,7.288467,6.686352,41,11
软件应用,6.690033,7.371235,7.254503,20,11
萌宠,5.582911,2.331585,3.892854,12,1
鸟,5.63631,2.7474,3.556175,5,1
玄凤鹦鹉,5.689775,2.934191,3.563321,3,1
鹦鹉,5.429151,2.945637,3.722036,4,1
小宠异宠,5.377084,2.722373,3.349085,15,1
仓鼠,5.092463,2.662816,3.347646,2,1
动物圈,5.49241,2.143559,3.738661,99,1
兔兔,4.972554,1.879789,4.04624,2,1
宠物吃播,4.956075,2.313327,3.522766,3,1
野生动物,5.749829,2.018782,3.31258,12,1
大熊猫,5.709077,1.9889,2.965769,5,1
动物总动员,5.430228,2.300665,3.687067,32,1
宠物,5.811334,1.88616,4.141301,7,1
表情,5.654666,1.859089,4.358587,2,1
恐龙,4.492678,1.863288,3.982051,2,1
自然,1.322818,2.863624,1.523818,8,10
涨知识,1.475275,2.685863,1.509207,3,10
