NodeID,PositionX,PositionY,PositionZ,Size,Group
购车攻略,3.22943,4.009661,5.068301,14,7
超跑,3.300539,4.539012,4.61429,4,7
单机游戏,4.420311,6.739937,7.139832,21,8
电竞武林大会,4.244534,7.002467,8.023442,2,8
电影,0.1955693,4.256165,4.162585,21,4
数码,6.779968,7.288467,6.686352,41,11
颜值·网红舞,0.9367751,3.836503,2.480175,13,13
网络游戏,5.068866,6.764537,7.456718,16,8
推荐宝藏游戏,4.381845,6.598937,7.454552,4,8
我的世界,4.115067,6.357489,7.256095,5,8
动画,3.248647,2.289715,1.774699,104,2
影视剪辑,0.5019335,4.403685,4.561496,25,4
动漫杂谈,3.402637,2.612286,2.162782,15,2
原创动画,3.289798,2.73305,1.667085,9,2
影视整活,0.3724973,4.08681,4.293344,13,4
名场面,1.019744,5.032621,1.781064,30,5
安全,2.378188,6.174146,1.885171,5,14
社会,2.539031,6.443961,1.316449,38,14
资讯,2.624328,6.198732,1.320143,102,14
股票,2.138107,6.64029,1.24319,7,14
偶像,7.438064,3.649858,2.214081,7,3
玛露希尔,3.654302,2.086605,2.220249,2,2
人文历史,1.967805,3.106246,2.316055,14,10
历史,2.233017,2.92223,2.302799,9,10
影视杂谈,0.05687663,4.27195,4.40727,14,4
经典,0.2059891,4.128658,4.483824,8,4
古风,0.3274208,4.580781,2.744277,14,13
国风舞蹈,0.3747914,4.389902,2.601448,18,13
Vlog,3.263912,2.643828,6.059899,30,12
