NodeID,PositionX,PositionY,PositionZ,Size,Group
神仙打架,4.607495,7.419193,6.627362,2,8
自驾游,3.074021,5.18106,5.21228,5,7
服饰,1.083797,6.790761,6.759488,18,6
时装周,1.35109,6.400905,6.527776,6,6
女装,1.165091,6.813473,6.838434,5,6
好物,0.9788352,7.392235,7.079584,2,6
品牌,0.9969616,6.9508,5.866753,2,6
经典电影,0.7007861,4.521906,4.39103,12,4
豆瓣高分,0.6968617,4.582486,3.97225,5,4
纪录片,1.004774,4.398435,4.2611,7,4
JOJO的奇妙冒险,3.101013,3.098927,2.368345,2,2
模玩·周边,2.727579,2.577524,1.364161,13,2
美食记录,3.463825,2.837101,5.976493,24,12
美食教程,2.951614,2.914511,6.256162,12,12
田园,3.543776,2.731684,6.757784,4,12
四川,3.049161,1.765436,5.579538,2,12
健身,2.166964,2.977846,2.349239,21,15
记录我的校园时光,1.332585,3.910177,2.478779,2,10
滑板,1.460237,3.3417,3.060227,3,15
英语口语,1.340099,3.460011,2.781601,2,10
时尚,0.78873,6.999404,6.867311,99,6
时尚潮流,1.077103,6.771353,6.613363,22,6
穿搭,0.7710567,6.869289,6.801886,35,6
鞋子,0.7720609,6.652492,6.933933,5,6
种草,1.029877,7.025624,7.236808,11,6
