NodeID,PositionX,PositionY,PositionZ,Size,Group
魔性,1.20642,5.100624,1.876489,12,5
吐槽,1.017181,5.558377,1.505546,22,5
电影,0.1955693,4.256165,4.162585,21,4
电影剪辑,0.4912242,4.22116,4.419014,6,4
汽车,3.315197,4.427183,5.105568,104,7
电动车,2.965893,4.321036,5.331446,6,7
改装,3.014888,4.592365,4.935679,8,7
自驾游,3.074021,5.18106,5.21228,5,7
Vlog,3.263912,2.643828,6.059899,30,12
探店,3.662798,2.259452,6.010533,16,12
人文,1.829261,3.000419,2.291945,9,10
训练,1.87573,3.029132,2.76206,10,15
足球,2.330502,2.996922,3.663836,26,15
读书,2.095996,3.411979,2.39741,3,10
知识,1.660022,3.279973,1.877466,100,10
美术,2.273101,3.217186,2.306323,3,10
历史,2.233017,2.92223,2.302799,9,10
搞笑,0.9365838,5.21099,1.427999,227,5
幽默,0.9775664,5.38323,1.971738,5,5
沙雕,1.242355,5.295028,1.500563,37,5
环球,3.015155,6.152175,1.246441,25,14
谷歌,3.155226,5.722148,1.985074,2,14
影视综合,0.7294243,4.669025,4.172465,11,4
科技,6.775392,7.053014,7.002256,101,11
软件应用,6.690033,7.371235,7.254503,20,11
数码,6.779968,7.288467,6.686352,41,11
评测,6.881641,7.230054,6.543687,8,11
相机,6.964107,7.388708,6.318254,4,11
电脑装机,7.100917,7.378439,6.596954,7,11
硬件,7.322651,7.327956,6.690909,5,11
