NodeID,PositionX,PositionY,PositionZ,Size,Group
动物总动员,5.430228,2.300665,3.687067,32,1
喵星人,5.386592,1.857449,4.006827,29,1
影视,0.1477439,4.509906,4.169803,101,4
篮球教学,1.902778,2.643844,2.717144,5,15
动画,3.248647,2.289715,1.774699,104,2
可爱,0.6410854,3.818231,2.638371,34,13
犯罪,1.758636,2.734293,2.534666,5,10
影视杂谈,0.05687663,4.27195,4.40727,14,4
科幻,-0.1176777,4.542586,4.132796,11,4
运动,2.220417,2.994999,2.969162,104,15
足球,2.330502,2.996922,3.663836,26,15
GBC,3.961222,2.046378,1.602543,4,2
米哈游,2.571969,2.238281,2.254873,6,2
社科·法律·心理,1.59701,2.879504,2.273386,12,10
科普,1.426945,2.911905,1.777486,28,10
玩具,2.752665,2.439389,1.488723,9,2
田径,1.518484,2.861331,3.042785,3,15
英语口语,1.340099,3.460011,2.781601,2,10
学习,1.53351,3.609128,2.402029,19,10
人文,1.829261,3.000419,2.291945,9,10
法律,1.733537,2.987786,2.506539,6,10
电影剪辑,0.4912242,4.22116,4.419014,6,4
电影,0.1955693,4.256165,4.162585,21,4
鬼畜剧场,1.497373,0.692238,4.142028,27,17
鬼畜,1.75467,0.7733017,3.820789,108,17
社会观察局,1.575823,2.657296,2.458516,4,10
喵咪,5.122904,2.278779,4.441025,2,1
