NodeID,PositionX,PositionY,PositionZ,Size,Group
汽车,3.315197,4.427183,5.105568,104,7
新能源车,3.478551,4.187222,5.554315,19,7
赛车,3.997977,4.575666,4.968445,14,7
片头,3.993294,4.723498,4.496005,2,7
奔驰,3.259475,4.052171,4.776441,5,7
宝马,3.033214,4.048623,5.472268,3,7
车型,3.021217,4.635612,5.612642,2,7
RC模型,3.085674,4.65664,4.349453,2,7
穿搭,0.7710567,6.869289,6.801886,35,6
鞋子,0.7720609,6.652492,6.933933,5,6
高跟鞋,0.8821241,6.75268,6.402977,5,6
种草,1.029877,7.025624,7.236808,11,6
美女,0.8918118,7.06232,6.788676,16,6
音乐,3.042404,7.079176,7.760653,112,16
黑胶试听,3.340554,6.689896,7.574803,2,16
翻唱,3.309219,7.052735,8.030455,11,16
纯音乐,2.75583,7.493824,7.750061,2,16
HIPHOP,3.012537,7.454794,7.468805,4,16
洛天依,3.156963,7.530749,7.879264,3,16
创意,-0.1495512,4.907726,4.135471,10,4
AI影像,-0.2901754,4.712993,4.370358,13,4
电影,0.1955693,4.256165,4.162585,21,4
动画电影,0.4015526,4.387703,3.881406,4,4
整活,0.08689569,3.967883,4.277845,19,4
三国演义,0.497559,3.929776,4.699565,4,4
亲情,0.2566311,4.290982,5.029291,4,4
青花瓷,0.2241737,4.590667,5.064674,3,4
影视剪辑,0.5019335,4.403685,4.561496,25,4
警察,0.4248596,5.055906,4.461459,5,4
端午节,0.03708104,5.207432,3.748399,2,4
爱情,1.071425,5.926421,1.76212,7,5
