NodeID,PositionX,PositionY,PositionZ,Size,Group
电影,0.1955693,4.256165,4.162585,21,4
电影解说,0.1980968,4.346438,4.272547,6,4
挑战,0.9235882,5.479602,1.709393,9,5
搞笑配音,1.646488,5.143842,1.610283,3,5
娱乐,7.313167,3.99114,2.269135,137,3
高甜,7.037462,4.307885,2.545193,10,3
综艺,7.194952,4.270652,1.913006,20,3
混剪,6.967015,4.0474,2.361325,13,3
CP安利,6.729462,3.806612,2.60321,12,3
我嗑的CP最最最甜,6.671096,3.986849,2.697334,3,3
安利向,7.235322,3.952004,2.749628,9,3
万物皆可KPOP,7.472178,3.702744,2.736536,3,3
宁艺卓,7.488166,3.200477,2.650414,2,3
詹姆斯,2.416042,2.199405,2.746299,3,15
NBA,2.302074,2.392398,3.062556,8,15
HIPHOP,3.012537,7.454794,7.468805,4,16
原创音乐,2.892894,7.376485,7.778656,11,16
RAP,2.95506,7.411662,7.517389,6,16
说唱,2.870843,7.661584,7.45687,11,16
Purple Passion,2.735433,8.059104,7.365975,2,16
王者农药,2.881266,8.073722,7.257383,2,16
熊猫宝宝,5.374256,2.026761,3.149925,4,1
动物总动员,5.430228,2.300665,3.687067,32,1
金渐层,5.481491,2.243632,4.471856,2,1
吃货,3.643424,2.735321,5.943775,16,12
美食记录,3.463825,2.837101,5.976493,24,12
外国人,3.906766,2.589672,5.569123,5,12
街头美食,3.624508,2.382387,5.959377,13,12
探店,3.662798,2.259452,6.010533,16,12
烧烤,3.937543,2.591342,6.200458,4,12
龙虾,2.848107,2.316551,6.971614,2,12
